title,price,rooms,mtts,floor,link,description
"
Estudio en calle Pollo Martín, 34, Labradores, Salamanca
",100.000,55 m²,Bajo exterior sin ascensor,,/inmueble/101466881/,"
ATENCIÓN INMEJORABLE INVERSIÓN! . TOTALMENTE REFORMADO CON ALTAS CALIDADES, a 2 minutos de la CALLE TORO.
APARTAMENTO DE USO TURÍSTICO. Junto a la Avenida Portugal-María Auxiliadora.
Estudio de 47 metros útiles; se entrega totalmente reformado en altas calidades: ventanas de gama alta de PVC, fon
"
"
Piso en calle Gómez Arias, 9, Vidal, Salamanca
",149.900,3 hab.,66 m²,Planta 4ª exterior con ascensor,/inmueble/102047057/,"
Magnifica inversión tanto para vivir como para alquilar a escasos metros de Torres Villarroel!
Luminosa vivienda con altura, 4º planta con ascensor y portal reformado sin barreras arquitectónicas que cuenta además con zona de parking privado!
El inmueble cuenta con 66 m2 construidos muy bien distr
"
"
Piso en calle Muñoz Torrero, 19, Carmelitas, Salamanca
",195.000,3 hab.,110 m²,Planta 3ª exterior con ascensor,/inmueble/102047070/,"
Solución Inmobiliaria le ofrece oportunidad única tanto de inversión, como para entrar a vivir en Muñoz Torrero esquina con Fray Luis de Granada. ¡Con magnífica rentabilidad! Alquilado actualmente en 800€/mes
La vivienda consta de 78 m2 útiles, distribuidos en 3 habitaciones, 1 baño completo, salón
"
"
Ático en calle Oropéndola, 1, Pizarrales, Salamanca
",210.000,3 hab.,99 m²,Planta 5ª exterior con ascensor,/inmueble/102047103/,"
Solución Inmobiliaria le ofrece un espectacular ático en plena Carretera de Ledesma con plaza de garaje y trastero en el mismo edificio.
La vivienda está ubicada en la quinta planta de un edificio con ascensor (hasta el 4º), cuenta con 100m2 construidos y 80m2 útiles distribuidos en:
- Bonita cocin
"
"
Piso en calle Hogar, 4, San Bernardo, Salamanca
",165.000,3 hab.,80 m²,Planta 1ª exterior sin ascensor,/inmueble/102047068/,"
RECIÉN REBAJADO!
Increíble oportunidad de inversión con un 6 % anual de rentabilidad! Actualmente alquilado a estudiantes pagando 800€/mes más gastos! Frente a estación de autobuses, en edificio en buen estado con portal reformado, luminosa vivienda reformada con acabados de porcelanosa a estrenar,
"
"
Piso en calle Pollo Martín, Labradores, Salamanca
",100.000,2 hab.,55 m²,Bajo exterior con ascensor,/inmueble/102052157/,"
Solución Inmobiliaria le ofrece APARTAMENTO DE USO TURÍSTICO. Junto a la María Auxiliadora, 55 m2 construidos y 47 m2 útiles.
En proceso de reforma, adjuntamos plano de reforma.
Las superficies pueden variar en obra según demoliciones.
Planta baja, SIN ascensor, exterior, con orientación Oeste.
Ser
"
"
Piso en calle Greco, Garrido sur, Salamanca
",175.000,4 hab.,120 m²,Planta 1ª exterior con ascensor,/inmueble/100502260/,"
AL PRINCIPIO DE LA CALLE GRECO. Cercano a todos los servicios y comodidades de la ciudad, para entrar desde el primer día. En muy buen estado.
Piso distribuido en salón con amplio balcón, cuatro dormitorios, dos dobles, uno de ellos actualmente como sala de estar, un baño con plato de ducha y venta
"
"
Piso en avenida Portugal, Salesas, Salamanca
",195.000,3 hab.,97 m²,Planta 3ª exterior con ascensor,/inmueble/101519908/,"
En la AVENIDA PORTUGAL, junto a SANIDAD, vivienda reformada en el año 2010, con todos los servicios y comodidades en la zona.
Piso distribuido en tres dormitorios, salón con dos ventanales, cocina independiente con despensa, baño con plato de ducha y ventana. Suelos de tarima, ventanas de aluminio
"
"
Piso en paseo de Carmelitas, Carmelitas, Salamanca
",259.000,4 hab.,97 m²,Planta 2ª exterior con ascensor,/inmueble/100555077/,"
! GRAN OPORTUNIDAD EN EL PASEO CARMELITAS! Pisazo de 83 m2 útiles distribuido en 4 dormitorios, 2 baños, cocina con despensa y salón. Comunidad con servicios centrales y 125€/mes de gastos. 3 estancias al exterior. Portal sin barreras arquitectónicas. Orientación Oeste.. . MUY LUMINOSO. No dudes en
"
"
Piso en plaza España, Sancti Spiritus-San Juan, Salamanca
",369.900,4 hab.,150 m²,Planta 3ª exterior con ascensor,/inmueble/100397205/,"
TOTALMENTE REFORMADO! . INMEJORABLE UBICACIÓN, en el corazón de Salamanca. En PLAZA ESPAÑA, OPORTUNIDAD! . 3ª y última planta, luminoso, con vistas espectaculares.
Vivienda de cuatro dormitorios, salón con dos ventanales, cocina independiente, y dos baños, uno en el principal tipo suite.
Se entr
"
"
Piso en avenida de los Comuneros, Prosperidad - Delicias, Salamanca
",159.900,4 hab.,117 m²,Planta 2ª exterior con ascensor,/inmueble/102047082/,"
¡Solución Inmobiliaria le ofrece una increíble oportunidad en plena Avenida de los Comuneros de Salamanca!
Presentamos esta magnífica vivienda ubicada en el edificio más grande y señorial de toda la avenida. Con un portal completamente reformado y sin barreras arquitectónicas, este lugar ofrece como
"
"
Piso en avenida de los Comuneros, Rollo - Puente Ladrillo, Salamanca
",213.900,4 hab.,117 m²,Planta 2ª exterior con ascensor,/inmueble/101180232/,"
A CAPRICHO PARA ESTRENAR REFORMA, EN ALTAS CALIDADES, EN LA AVENIDA DE LOS COMUNEROS.
Piso con posibilidad de dejar en cuatro dormitorios, dos dobles o tres dobles con el principal tipo suite con vestidor, un segundo baño, salón con salida a balcón, cocina y hall de entrada.
Se entrega totalment
"
"
Piso en paseo de Canalejas, Sancti Spiritus-San Juan, Salamanca
",255.000,4 hab.,112 m²,Planta 1ª exterior con ascensor,/inmueble/101148101/,"
EN EL PASEO DE CANALEJAS, junto a la Cuesta de Sancti-Spiritus, con plaza de garaje doble y trastero incluidos en el precio.
Piso distribuido en cuatro dormitorios, dos baños con bañera, salón con salida a balcón y cocina con salida a patio de uso exclusivo de 20 metros. Plaza de garaje doble con ac
"
"
Piso en plaza España, Sancti Spiritus-San Juan, Salamanca
",295.000,4 hab.,150 m²,Planta 3ª exterior con ascensor,/inmueble/96256159/,"
INMEJORABLE UBICACIÓN, en el corazón de Salamanca. En PLAZA ESPAÑA, OPORTUNIDAD! . 3ª y última planta, luminoso, con vistas espectaculares. Para dejarla a tu gusto.
Vivienda de cuatro dormitorios, salón con dos ventanales, cocina independiente, y dos baños con plato de ducha. Suelos de parquet, nec
"
"
Piso en paseo del Rollo, Rollo - Puente Ladrillo, Salamanca
",98.000,1 hab.,55 m²,Bajo exterior con ascensor,/inmueble/101081718/,"
Piso TOTALMENTE REFORMADO. En el PASEO DEL ROLLO 89. Con acceso a pie de calle.
Distribuido en un dormitorio con salida a balcón-galería de 12 metros, un baño y salón-cocina.
Adjuntamos plano de reforma.
Actualmente en proceso de reforma, se entrega totalmente reformada. Calidades: ventanas de ga
"
"
Piso en calle Zamora, Sancti Spiritus-San Juan, Salamanca
",330.000,3 hab.,130 m²,Planta 1ª exterior con ascensor,/inmueble/99561953/,"
REFORMADO en el año 2018, en CALLE ZAMORA, a 1 minuto de la Plaza España.
Piso de tres dormitorios, un baño con plato de ducha, aseo, salón y cocina, salida a
dos patios de uso exclusivo. Suelos de tarima, puertas lisas lacadas en blanco, halógenos, ventanas en PVC con climalit, aire acondicionad
"
"
Piso en calle Espoz y Mina, Centro, Salamanca
",355.000,3 hab.,125 m²,Planta 3ª exterior con ascensor,/inmueble/95968851/,"
A 50 metros de la Plaza Mayor, en calle ESPOZ y MINA, junto a la Plaza de la Libertad, vivienda con plaza de garaje, acceso directo desde el ascensor.
Vivienda en buen estado. Distribuida en amplio hall de entrada, salón con salida a balcón, cocina, 3 dormitorios dobles (uno con balcón) y 2 baños c
"
"
Piso en calle Azafranal, Centro, Salamanca
",410.000,4 hab.,140 m²,Planta 1ª exterior con ascensor,/inmueble/101682249/,"
En AZAFRANAL, a pocos metros de la Plaza Santa Eulalia, A ESTRENAR REFORMA EN ALTAS CALIDADES.
Piso distribuido en cuatro dormitorios, uno con salida a balcón, armarios empotrados, gran salón con salida a balcón con cocina Americana, tres baños con plato de ducha, uno con ventana en el dormitorio p
"
"
Piso en Chinchibarra, Salamanca
",204.900,3 hab.,99 m²,Planta 4ª exterior con ascensor,/inmueble/101119406/,"
4ª PLANTA junto al CENTRO DE SALUD Y PISCINAS DE GARRIDO. Con plaza de garaje amplia y cerrada incluida. Se entrega con el parquet acuchillado y barnizado.
EXCELENTE distribución. Piso distribuido en tres dormitorios, dos dobles, baño con plato de ducha, aseo, salón con aire acondicionado y balcón
"
"
Piso en puerta de Zamora, Sancti Spiritus-San Juan, Salamanca
",240.000,3 hab.,100 m²,Planta 3ª exterior con ascensor,/inmueble/101935577/,"
VILLAMAYOR GESTION, vende piso muy bonito en Salamanca centro, Puerta Zamora- Avenida Mirat.
Estupendo piso en Puerta Zamora, edificio de piedra Villamayor, excelentes calidades de construcción.
El salón es muy amplio y tiene tres ventanales que dan a la Avenida Mirat.
La cocina está muy bien equi
"
"
Piso en San Bernardo, Salamanca
",99.000,1 hab.,50 m²,Bajo exterior con ascensor,/inmueble/102046185/,"
Solución Inmobiliaria le ofrece magnífica oportunidad de inversión! IDEAL PARA HACER APARTAMENTO DE USO TURÍSTICO porque tienen cambio de uso a vivienda. En calle Tejares esquina con calle Quinta, junto antiguo colegio Victoria Adrados, en la zona de inversión por excelencia de salamanca, le ofrecem
"
"
Piso en Carmelitas, Salamanca
",125.000,1 hab.,50 m²,Bajo exterior con ascensor,/inmueble/102052180/,"
Solución Inmobiliaria le ofrece un apartamento EN PLENA AVENIDA DE ITALIA, ubicado en planta baja y completamente aislado térmicamente. El inmueble, catalogado como vivienda, posee una distribución de tipo ""Estudio"" con posibilidad de dejar el dormitorio independiente si se desea. Consta de 40 m2 út
"
"
Piso en Sancti Spiritus-San Juan, Salamanca
",399.999,3 hab.,136 m²,Planta 1ª exterior con ascensor,/inmueble/102046324/,"
Solución Inmobiliaria le ofrece EXCLUSIVA VIVIENDA exterior, en plena calle Arco en gran edificio con ascensor, completamente reformada de lujo a estrenar, con magníficas calidades. El piso consta de 109 m2 útiles distribuidos en 3 dormitorios, el principal en suite, 2 baños, salón-comedor de 30 m2
"
"
Piso en Carmelitas, Salamanca
",129.900,1 hab.,50 m², exterior con ascensor,/inmueble/102046276/,"
Solución Inmobiliaria le ofrece un apartamento COMPLETAMENTE EXTERIOR EN PLENA AVENIDA DE ITALIA, ubicado en planta baja y completamente aislado térmicamente. El inmueble, catalogado como vivienda, posee una distribución de tipo ""Estudio"" con posibilidad de dejar el dormitorio independiente si se de
"
"
Chalet pareado en Carniceros, Universidad-Tenerías, Salamanca
",250.000,2 hab.,100 m²,,/inmueble/101928602/,"
VILLAMAYOR GESTION les ofrece una oportunidad única a estrenar vivienda en pleno centro histórico de Salamanca.
Ya terminada con las mejores calidades del mercado.
Vivienda, compuesta por tres plantas más bajo cubierta.
MEMORIA DE CALIDADES
ALBAÑILERIA
- Fachadas de las viviendas fábrica de la
"
"
Piso en calle Muñoz Torrero, 19, Carmelitas, Salamanca
",229.900,3 hab.,110 m²,Planta 3ª exterior con ascensor,/inmueble/102047061/,"
Solución Inmobiliaria le ofrece en VENTA en Muñoz Torrero esquina con Fray Luis de Granada, piso reformado de lujo a estrenar, todo nuevo. La vivienda consta de 80 m2 útiles, distribuidos en 3 habitaciones, 2 baños completos, salón y cocina.
Cuenta con un trastero de aproximadamente 6 m2.
Servicio
"
"
Piso en Chinchibarra, Salamanca
",120.000,3 hab.,85 m²,Planta 5ª exterior con ascensor,/inmueble/101999663/,"
! OPORTUNIDAD DE PISO PARA REFORMAR EN LAZARILLO DE TORMES! Piso de 75 m2 útiles distribuidos en 3 dormitorios, 1 baño, cocina completamente equipada y salón. Suelos de terrazo, ventanas de aluminio, 1 armario empotrado, Exterior Salón y 1 Dormitorio. Terraza cerrada. Calefacción individual de gas n
"
"
Piso en Estación, Salamanca
",540.000,6 hab.,215 m²,Planta 4ª exterior con ascensor,/inmueble/102046342/,"
Solución Inmobiliaria le ofrece en el primer tramo de paseo de la estación vivienda reformada de lujo a estrenar totalmente exterior, en gran edificio con portero fisico, ubicado en cuarta planta, en inmueble consta de 150m2 utiles dsitribuidos en 6 habitaciones, amplio salon, cocina independiente y
"
"
Piso en calle Arroyo de la Lastra, 10, Salesas, Salamanca
",265.800,3 hab.,101 m²,Planta 1ª exterior con ascensor,/inmueble/102045972/,"
Solución Inmobiliaria promueve y construye un exclusivo edificio de OBRA NUEVA con calidades de auténtico lujo y un diseño innovador frente al Corte Ingles, en calle Norte esquina con Arroyo de la Lastra, viviendas totalmente exteriores con de plaza de garaje y trastero opcionales.
Vivienda en prim
"
"
Ático en Sancti Spiritus-San Juan, Salamanca
",790.000,4 hab.,227 m²,Planta 8ª exterior con ascensor,/inmueble/93970314/,"
ALAMEDILLA - PLENO CENTRO, magnífico ático con extraordinarias vistas. Distribuido en 4 dormitorios dobles con armarios empotrados (principal suite con baño incorporado (plato de ducha + bañera) + vestidor + despacho) y 2 baños completos. Gran salón - comedor con salida a terraza de 55 m2. Amplia co
"
"
Piso en calle María Auxiliadora, Garrido sur, Salamanca
",159.900,1 hab.,43 m²,Planta 1ª exterior con ascensor,/inmueble/100510437/,"
! OPORTUNIDADDDDDD! Precioso apartamento con REFORMA A ESTRENAR en María Auxiliadora de 1 dormitorio, 1 baño, cocina completamente equipada y salón.. . Orientación sur.. . Calefacción de gas natural.. . Zonas verdes.. . Ventanas PVC con cristales climalit. Suelos de tarima.. . Puertas lisas lacadas
"
"
Estudio en paseo de Canalejas, San Esteban-San Cristobal, Salamanca
",105.000,40 m²,Bajo exterior sin ascensor,,/inmueble/101428581/,"
A ESTRENAR! . EN EL PASEO DE CANALEJAS, junto a la Facultad de Enseñanza y a 50 metros del Centro. INVERSIÓN GARANTIZADA PARA ALQUILER! . Con posibilidad de poder gestionar como Alquiler Turístico-Vacacional o arrendamiento habitual.
Estudio, totalmente NUEVO. SIN gastos de comunidad.
Planta baja a
"
"
Piso en calle del Lazarillo de Tormes, Chinchibarra, Salamanca
",98.000,3 hab.,77 m²,Planta 3ª exterior con ascensor,/inmueble/102047007/,"
Solución Inmobiliaria le ofrece en la zona Chinchibarra; gran oportunidad! ¡Vivienda de 70 m2 en calle Lazarillo de Tormes junto corte inglés! 3 dormitorios, amplio salón con balcón, cocina y un baño! Portal reformado, ascensor, toma de Gas Natural … exterior salón y dormitorio principal.
 Gracias p
"
"
Piso en avenida de Filiberto Villalobos, San Bernardo, Salamanca
",119.000,1 hab.,55 m²,Bajo exterior sin ascensor,/inmueble/101105008/,"
INVERSIÓN GARANTIZADA PARA ALQUILER! . En la Rotonda de Filiberto Villalobos, cercano al Campus Universitario.
Apartamento totalmente NUEVO, a estrenar. Distribuido en salón, cocina, un dormitorio de 13 metros, baño de 4.5m con plato de ducha y lavadero.
SIN gastos de comunidad.
Planta baja a pie
"
"
Piso en calle Santiago Diego Madrazo, Pizarrales, Salamanca
",119.000,1 hab.,55 m²,Bajo exterior sin ascensor,/inmueble/98224687/,"
INVERSIÓN GARANTIZADA PARA ALQUILER! . En la Rotonda de Filiberto Villalobos, cercano al Campus Universitario.
Apartamento totalmente NUEVO, a estrenar. Distribuido en salón, cocina, un dormitorio de 13 metros, baño de 4.5m con plato de ducha y lavadero.
SIN gastos de comunidad.
Planta baja a pie
"
"
Estudio en ronda de Sancti-Spiritus, Sancti Spiritus-San Juan, Salamanca
",110.000,33 m²,Bajo exterior sin ascensor,,/inmueble/97782093/,"
INVERSIÓN GARANTIZADA PARA ALQUILER! . En la CUESTA DE SANCTI-SPIRITUS, a tan solo 50 metros de Gran Vía y a 2 minutos de la Plaza Mayor de Salamanca.
Estudio totalmente NUEVO, a estrenar. SIN gastos de comunidad.
Planta baja a pie de calle.
Altas calidades, pintura en liso, iluminación Led, calefa
"
"
Piso en calle del Regato del Anís, Barrio Blanco, Salamanca
",94.000,2 hab.,68 m²,Planta 1ª exterior con ascensor,/inmueble/101408611/,"
JUNTO A LA AVENIDA SALAMANCA. A escasos metros del Colegio Salesianos. Edificio construido en el año 2002.
Vivienda distribuida en dos dormitorios, el principal con armario empotrado, salón con salida a patio y con balcón-mirador, cocina independiente y baño con bañera. Suelos de tarima, ventanas e
"
"
Piso en paseo del Doctor Torres Villarroel, 4, Labradores, Salamanca
",207.900,3 hab.,105 m²,Planta 1ª exterior con ascensor,/inmueble/98960833/,"
Estudio Urbano presenta vivienda exterior en Paseo del Dr. Torres Villarroel, tres habitaciones, dos baños, 85 m2 útiles, 207.900€.
Primero de altura con orientación suroeste y gran patio de uso y disfrute. Dispone de salón con salida a amplio balcón, tres habitaciones de las cuales dos son dobles
"
